;Tweet;Sentimen;step01;tokens;final_tokens;step02
32;Berat Mbah, terlalu banyak kemungkinan  Sedang haid gak ndang mampet, Jualan online gak payu-payu, Lagi horny sing lanang mumet covid, Sudah masak enak dapat berkatan yg lebih enak, Sariawan,Loro untu,Keputihan,Murus ilate kecakot  Bengese anyar  Masker kerlisut Dst...;-1.0;berat mbah terlalu banyak kemungkinan sedang haid gak ndang mampet jualan online gak payu payu lagi horny sing lanang mumet covid sudah masak enak dapat berkatan yg lebih enak sariawan loro untu keputihan murus ilate kecakot bengese anyar masker kerlisut dst;['berat', 'mbah', 'terlalu', 'banyak', 'kemungkinan', 'sedang', 'haid', 'gak', 'ndang', 'mampet', 'jualan', 'online', 'gak', 'payu', 'payu', 'lagi', 'horny', 'sing', 'lanang', 'mumet', 'covid', 'sudah', 'masak', 'enak', 'dapat', 'berkatan', 'yg', 'lebih', 'enak', 'sariawan', 'loro', 'untu', 'keputihan', 'murus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst'];['berat', 'mbah', 'terlalu', 'banyak', 'kemungkinan', 'sedang', 'haid', 'gak', 'ndang', 'mampet', 'jualan', 'online', 'gak', 'payu', 'payu', 'lagi', 'horny', 'sing', 'lanang', 'mumet', 'covid', 'sudah', 'masak', 'enak', 'dapat', 'berkatan', 'yg', 'lebih', 'enak', 'sariawan', 'loro', 'untu', 'keputihan', 'murus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst'];berat mbah terlalu banyak kemungkinan sedang haid gak ndang mampet jualan online gak payu payu lagi horny sing lanang mumet covid sudah masak enak dapat berkatan yg lebih enak sariawan loro untu keputihan murus ilate kecakot bengese anyar masker kerlisut dst
33;Amalkan langkah-langkah pencegahan penularan COVID-19 sebagai amalan dalam kehidupan seharian kita.;1.0;amalkan langkah langkah pencegahan penularan covid   sebagai amalan dalam kehidupan seharian kita;['amalkan', 'langkah', 'langkah', 'pencegahan', 'penularan', 'covid', 'sebagai', 'amalan', 'dalam', 'kehidupan', 'seharian', 'kita'];['amalkan', 'langkah', 'langkah', 'pencegahan', 'penularan', 'covid', 'sebagai', 'amalan', 'dalam', 'kehidupan', 'seharian', 'kita'];amalkan langkah langkah pencegahan penularan covid sebagai amalan dalam kehidupan seharian kita
34;Kementerian Agama Provinsi Papua Barat, Azis Hegemur mengatakan, Umat Islam di Provinsi Papua Barat diimbau agar tidak menolak pemakaman jenazah pasien positifcterjangkit Covid-19. OPM;1.0;kementerian agama provinsi papua barat azis hegemur mengatakan umat islam di provinsi papua barat diimbau agar tidak menolak pemakaman jenazah pasien positifcterjangkit covid   opm;['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'mengatakan', 'umat', 'islam', 'di', 'provinsi', 'papua', 'barat', 'diimbau', 'agar', 'tidak', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifcterjangkit', 'covid', 'opm'];['kementerian', 'agama', 'provinsi', 'papua', 'barat', 'azis', 'hegemur', 'mengatakan', 'umat', 'islam', 'di', 'provinsi', 'papua', 'barat', 'diimbau', 'agar', 'tidak', 'menolak', 'pemakaman', 'jenazah', 'pasien', 'positifcterjangkit', 'covid', 'opm'];kementerian agama provinsi papua barat azis hegemur mengatakan umat islam di provinsi papua barat diimbau agar tidak menolak pemakaman jenazah pasien positifcterjangkit covid opm
35;Bumi..Maafkan Kami..Yang Tak Pernah Sadar.. Bahwa Kau Juga Butuh Istirahat.. ;1.0;bumi maafkan kami yang tak pernah sadar bahwa kau juga butuh istirahat;['bumi', 'maafkan', 'kami', 'yang', 'tak', 'pernah', 'sadar', 'bahwa', 'kau', 'juga', 'butuh', 'istirahat'];['bumi', 'maafkan', 'kami', 'yang', 'tak', 'pernah', 'sadar', 'bahwa', 'kau', 'juga', 'butuh', 'istirahat'];bumi maafkan kami yang tak pernah sadar bahwa kau juga butuh istirahat
36;Kalau ga ada covid, jam segini gue udah mulai pendakian dari pos Cangkuang;0.0;kalau ga ada covid jam segini gue udah mulai pendakian dari pos cangkuang;['kalau', 'ga', 'ada', 'covid', 'jam', 'segini', 'gue', 'udah', 'mulai', 'pendakian', 'dari', 'pos', 'cangkuang'];['kalau', 'ga', 'ada', 'covid', 'jam', 'segini', 'gue', 'udah', 'mulai', 'pendakian', 'dari', 'pos', 'cangkuang'];kalau ga ada covid jam segini gue udah mulai pendakian dari pos cangkuang
37;"Developers biang rusuh. Proyek konstruksi swasta termasuk yg dikecualikan untuk ""freeze"" dlm psbb dki oleh gub , pdhl dlm permenkes tdk termasuk yg dikecualikan. Juga, proyek-2 konstruksi besar berpotensi menjadi kluster penyebaran covid krn padat. Bijimane nih?";0.0;developers biang rusuh proyek konstruksi swasta termasuk yg dikecualikan untuk freeze dlm psbb dki oleh gub pdhl dlm permenkes tdk termasuk yg dikecualikan juga proyek   konstruksi besar berpotensi menjadi kluster penyebaran covid krn padat bijimane nih;['developers', 'biang', 'rusuh', 'proyek', 'konstruksi', 'swasta', 'termasuk', 'yg', 'dikecualikan', 'untuk', 'freeze', 'dlm', 'psbb', 'dki', 'oleh', 'gub', 'pdhl', 'dlm', 'permenkes', 'tdk', 'termasuk', 'yg', 'dikecualikan', 'juga', 'proyek', 'konstruksi', 'besar', 'berpotensi', 'menjadi', 'kluster', 'penyebaran', 'covid', 'krn', 'padat', 'bijimane', 'nih'];['developers', 'biang', 'rusuh', 'proyek', 'konstruksi', 'swasta', 'termasuk', 'yg', 'dikecualikan', 'untuk', 'freeze', 'dlm', 'psbb', 'dki', 'oleh', 'gub', 'pdhl', 'dlm', 'permenkes', 'tdk', 'termasuk', 'yg', 'dikecualikan', 'juga', 'proyek', 'konstruksi', 'besar', 'berpotensi', 'menjadi', 'kluster', 'penyebaran', 'covid', 'krn', 'padat', 'bijimane', 'nih'];developers biang rusuh proyek konstruksi swasta termasuk yg dikecualikan untuk freeze dlm psbb dki oleh gub pdhl dlm permenkes tdk termasuk yg dikecualikan juga proyek konstruksi besar berpotensi menjadi kluster penyebaran covid krn padat bijimane nih
38;Kalau tidak dimulai dari diri sendiri, mana mungkin.Yukkk...kita putus mata rantai penyemangat Covid-19 di Indonesia dimulai dari diri sendiri.;1.0;kalau tidak dimulai dari diri sendiri mana mungkin yukkk kita putus mata rantai penyemangat covid   di indonesia dimulai dari diri sendiri;['kalau', 'tidak', 'dimulai', 'dari', 'diri', 'sendiri', 'mana', 'mungkin', 'yukkk', 'kita', 'putus', 'mata', 'rantai', 'penyemangat', 'covid', 'di', 'indonesia', 'dimulai', 'dari', 'diri', 'sendiri'];['kalau', 'tidak', 'dimulai', 'dari', 'diri', 'sendiri', 'mana', 'mungkin', 'yukkk', 'kita', 'putus', 'mata', 'rantai', 'penyemangat', 'covid', 'di', 'indonesia', 'dimulai', 'dari', 'diri', 'sendiri'];kalau tidak dimulai dari diri sendiri mana mungkin yukkk kita putus mata rantai penyemangat covid di indonesia dimulai dari diri sendiri
39;Sinergitas TNI-POLRI untuk mencegah penyebaran Virus Covid-19;1.0;sinergitas tni polri untuk mencegah penyebaran virus covid  ;['sinergitas', 'tni', 'polri', 'untuk', 'mencegah', 'penyebaran', 'virus', 'covid'];['sinergitas', 'tni', 'polri', 'untuk', 'mencegah', 'penyebaran', 'virus', 'covid'];sinergitas tni polri untuk mencegah penyebaran virus covid
40;Kucing bukan penyebar COVID-19 kepada manusia - Jabatan Perkhidmatan Veterinar;1.0;kucing bukan penyebar covid   kepada manusia jabatan perkhidmatan veterinar;['kucing', 'bukan', 'penyebar', 'covid', 'kepada', 'manusia', 'jabatan', 'perkhidmatan', 'veterinar'];['kucing', 'bukan', 'penyebar', 'covid', 'kepada', 'manusia', 'jabatan', 'perkhidmatan', 'veterinar'];kucing bukan penyebar covid kepada manusia jabatan perkhidmatan veterinar
41;Pemkab Wondama Perbanyak Pos Pemantauan Covid-19. OPM;1.0;pemkab wondama perbanyak pos pemantauan covid   opm;['pemkab', 'wondama', 'perbanyak', 'pos', 'pemantauan', 'covid', 'opm'];['pemkab', 'wondama', 'perbanyak', 'pos', 'pemantauan', 'covid', 'opm'];pemkab wondama perbanyak pos pemantauan covid opm
42;COVID-19: Pelajar UNIMAS berusia 23 tahun maut;-1.0;covid   pelajar unimas berusia   tahun maut;['covid', 'pelajar', 'unimas', 'berusia', 'tahun', 'maut'];['covid', 'pelajar', 'unimas', 'berusia', 'tahun', 'maut'];covid pelajar unimas berusia tahun maut
43;"Murid2 mamaku dikasih tugas menggambar poster pencegahan covid-19 anak2nya malah pada nggambar virus segede gaban, dibawahnya dikasih tulisan ""Ya Allah lindungilah aku"" ";1.0;murid mamaku dikasih tugas menggambar poster pencegahan covid   anaknya malah pada nggambar virus segede gaban dibawahnya dikasih tulisan ya allah lindungilah aku;['murid', 'mamaku', 'dikasih', 'tugas', 'menggambar', 'poster', 'pencegahan', 'covid', 'anaknya', 'malah', 'pada', 'nggambar', 'virus', 'segede', 'gaban', 'dibawahnya', 'dikasih', 'tulisan', 'ya', 'allah', 'lindungilah', 'aku'];['murid', 'mamaku', 'dikasih', 'tugas', 'menggambar', 'poster', 'pencegahan', 'covid', 'anaknya', 'malah', 'pada', 'nggambar', 'virus', 'segede', 'gaban', 'dibawahnya', 'dikasih', 'tulisan', 'ya', 'allah', 'lindungilah', 'aku'];murid mamaku dikasih tugas menggambar poster pencegahan covid anaknya malah pada nggambar virus segede gaban dibawahnya dikasih tulisan ya allah lindungilah aku
44;Meluasnya pandemi Coronavirus disease 2019 (Covid-19) di Indonesia termasuk di Papua berdampak pada sejumlah sektor salah satunya perhotelan. OPM;0.0;meluasnya pandemi coronavirus disease   covid   di indonesia termasuk di papua berdampak pada sejumlah sektor salah satunya perhotelan opm;['meluasnya', 'pandemi', 'coronavirus', 'disease', 'covid', 'di', 'indonesia', 'termasuk', 'di', 'papua', 'berdampak', 'pada', 'sejumlah', 'sektor', 'salah', 'satunya', 'perhotelan', 'opm'];['meluasnya', 'pandemi', 'coronavirus', 'disease', 'covid', 'di', 'indonesia', 'termasuk', 'di', 'papua', 'berdampak', 'pada', 'sejumlah', 'sektor', 'salah', 'satunya', 'perhotelan', 'opm'];meluasnya pandemi coronavirus disease covid di indonesia termasuk di papua berdampak pada sejumlah sektor salah satunya perhotelan opm
45;Ada Gelombang Kedua Virus Corona, COVID-19 Telah Bermutasi?;-1.0;ada gelombang kedua virus corona covid   telah bermutasi;['ada', 'gelombang', 'kedua', 'virus', 'corona', 'covid', 'telah', 'bermutasi'];['ada', 'gelombang', 'kedua', 'virus', 'corona', 'covid', 'telah', 'bermutasi'];ada gelombang kedua virus corona covid telah bermutasi
46;Bantuan Masyarakat Terus Mengalir, Rekening Gugus Tugas Covid-19 Sudah Terisi Rp 193 Miliar;1.0;bantuan masyarakat terus mengalir rekening gugus tugas covid   sudah terisi rp   miliar;['bantuan', 'masyarakat', 'terus', 'mengalir', 'rekening', 'gugus', 'tugas', 'covid', 'sudah', 'terisi', 'rp', 'miliar'];['bantuan', 'masyarakat', 'terus', 'mengalir', 'rekening', 'gugus', 'tugas', 'covid', 'sudah', 'terisi', 'rp', 'miliar'];bantuan masyarakat terus mengalir rekening gugus tugas covid sudah terisi rp miliar
47;"Ada 15 cara mnyuruh Covid-19 sgera pergi Jangan lagi jauh dari Allah Sang Maha Pencipta. Bukankh Covid-19 telah mendidik kita, dlm suasana Covid-19 aktif menyebar, semua org ketakutan &amp; semua org baru mendekat berdzikir dan berdoa, memohon perlindungan Allah Sang Kholiq?.";1.0;ada   cara mnyuruh covid   sgera pergi jangan lagi jauh dari allah sang maha pencipta bukankh covid   telah mendidik kita dlm suasana covid   aktif menyebar semua org ketakutan amp semua org baru mendekat berdzikir dan berdoa memohon perlindungan allah sang kholiq;['ada', 'cara', 'mnyuruh', 'covid', 'sgera', 'pergi', 'jangan', 'lagi', 'jauh', 'dari', 'allah', 'sang', 'maha', 'pencipta', 'bukankh', 'covid', 'telah', 'mendidik', 'kita', 'dlm', 'suasana', 'covid', 'aktif', 'menyebar', 'semua', 'org', 'ketakutan', 'amp', 'semua', 'org', 'baru', 'mendekat', 'berdzikir', 'dan', 'berdoa', 'memohon', 'perlindungan', 'allah', 'sang', 'kholiq'];['ada', 'cara', 'mnyuruh', 'covid', 'sgera', 'pergi', 'jangan', 'lagi', 'jauh', 'dari', 'allah', 'sang', 'maha', 'pencipta', 'bukankh', 'covid', 'telah', 'mendidik', 'kita', 'dlm', 'suasana', 'covid', 'aktif', 'menyebar', 'semua', 'org', 'ketakutan', 'amp', 'semua', 'org', 'baru', 'mendekat', 'berdzikir', 'dan', 'berdoa', 'memohon', 'perlindungan', 'allah', 'sang', 'kholiq'];ada cara mnyuruh covid sgera pergi jangan lagi jauh dari allah sang maha pencipta bukankh covid telah mendidik kita dlm suasana covid aktif menyebar semua org ketakutan amp semua org baru mendekat berdzikir dan berdoa memohon perlindungan allah sang kholiq
48;Di malaysia kena covid temen temen lo yang pada ga punya kerjaan pada pulang ke indonesia ada 47 rb orang dan juga mereka ber resiko bawa tuh virus ga boleh pulang juga?;1.0;di malaysia kena covid temen temen lo yang pada ga punya kerjaan pada pulang ke indonesia ada   rb orang dan juga mereka ber resiko bawa tuh virus ga boleh pulang juga;['di', 'malaysia', 'kena', 'covid', 'temen', 'temen', 'lo', 'yang', 'pada', 'ga', 'punya', 'kerjaan', 'pada', 'pulang', 'ke', 'indonesia', 'ada', 'rb', 'orang', 'dan', 'juga', 'mereka', 'ber', 'resiko', 'bawa', 'tuh', 'virus', 'ga', 'boleh', 'pulang', 'juga'];['di', 'malaysia', 'kena', 'covid', 'temen', 'temen', 'lo', 'yang', 'pada', 'ga', 'punya', 'kerjaan', 'pada', 'pulang', 'ke', 'indonesia', 'ada', 'rb', 'orang', 'dan', 'juga', 'mereka', 'ber', 'resiko', 'bawa', 'tuh', 'virus', 'ga', 'boleh', 'pulang', 'juga'];di malaysia kena covid temen temen lo yang pada ga punya kerjaan pada pulang ke indonesia ada rb orang dan juga mereka ber resiko bawa tuh virus ga boleh pulang juga
49;Skrinews - CEGAH PENYEBARAN VIRUS CORONA, WARTAWAN MEDIA SKRI JADI SATGAS RELAWAN COVID-19 DIDESANYA.;1.0;skrinews cegah penyebaran virus corona wa awan media skri jadi satgas relawan covid   didesanya;['skrinews', 'cegah', 'penyebaran', 'virus', 'corona', 'wa', 'awan', 'media', 'skri', 'jadi', 'satgas', 'relawan', 'covid', 'didesanya'];['skrinews', 'cegah', 'penyebaran', 'virus', 'corona', 'wa', 'awan', 'media', 'skri', 'jadi', 'satgas', 'relawan', 'covid', 'didesanya'];skrinews cegah penyebaran virus corona wa awan media skri jadi satgas relawan covid didesanya
50;Lebaran sebentar lagi. Gara2 covid 19 lebaran apa masih pada butuh aksesoris enggak ya?;0.0;lebaran sebentar lagi gara covid   lebaran apa masih pada butuh aksesoris enggak ya;['lebaran', 'sebentar', 'lagi', 'gara', 'covid', 'lebaran', 'apa', 'masih', 'pada', 'butuh', 'aksesoris', 'enggak', 'ya'];['lebaran', 'sebentar', 'lagi', 'gara', 'covid', 'lebaran', 'apa', 'masih', 'pada', 'butuh', 'aksesoris', 'enggak', 'ya'];lebaran sebentar lagi gara covid lebaran apa masih pada butuh aksesoris enggak ya
51;Giat Bhabinkamtibmas bersama masyarakat melakukan penyemprotan Disinfektan untuk mencegah penyebaran Virus Covid-19;1.0;giat bhabinkamtibmas bersama masyarakat melakukan penyemprotan disinfektan untuk mencegah penyebaran virus covid  ;['giat', 'bhabinkamtibmas', 'bersama', 'masyarakat', 'melakukan', 'penyemprotan', 'disinfektan', 'untuk', 'mencegah', 'penyebaran', 'virus', 'covid'];['giat', 'bhabinkamtibmas', 'bersama', 'masyarakat', 'melakukan', 'penyemprotan', 'disinfektan', 'untuk', 'mencegah', 'penyebaran', 'virus', 'covid'];giat bhabinkamtibmas bersama masyarakat melakukan penyemprotan disinfektan untuk mencegah penyebaran virus covid
52;Kasih Sayang Allah di Balik Musibah Covid-19 ;0.0;kasih sayang allah di balik musibah covid  ;['kasih', 'sayang', 'allah', 'di', 'balik', 'musibah', 'covid'];['kasih', 'sayang', 'allah', 'di', 'balik', 'musibah', 'covid'];kasih sayang allah di balik musibah covid
53;Anggota Polsek Koba Himbau para pemuda Tidak Kumpul-kumpul dan segera pulang kerumahnya masing-masing untuk mencegah penyebaran COVID-19.;1.0;anggota polsek koba himbau para pemuda tidak kumpul kumpul dan segera pulang kerumahnya masing masing untuk mencegah penyebaran covid  ;['anggota', 'polsek', 'koba', 'himbau', 'para', 'pemuda', 'tidak', 'kumpul', 'kumpul', 'dan', 'segera', 'pulang', 'kerumahnya', 'masing', 'masing', 'untuk', 'mencegah', 'penyebaran', 'covid'];['anggota', 'polsek', 'koba', 'himbau', 'para', 'pemuda', 'tidak', 'kumpul', 'kumpul', 'dan', 'segera', 'pulang', 'kerumahnya', 'masing', 'masing', 'untuk', 'mencegah', 'penyebaran', 'covid'];anggota polsek koba himbau para pemuda tidak kumpul kumpul dan segera pulang kerumahnya masing masing untuk mencegah penyebaran covid
54;"met pagi NKRI...spy g trlalu heboh data kematian covid 19...jadikan perbandingan kematian seluruh prop d indon sblm wabah corona terjadi d indon....jk jumlahnya setara kematian sblm &amp; stlh corona...mk jumlah tsb angka kematian norma"" sj....";1.0;met pagi nkri spy trlalu heboh data kematian covid   jadikan perbandingan kematian seluruh prop indon sblm wabah corona terjadi indon jk jumlahnya setara kematian sblm amp stlh corona mk jumlah tsb angka kematian norma sj;['met', 'pagi', 'nkri', 'spy', 'trlalu', 'heboh', 'data', 'kematian', 'covid', 'jadikan', 'perbandingan', 'kematian', 'seluruh', 'prop', 'indon', 'sblm', 'wabah', 'corona', 'terjadi', 'indon', 'jk', 'jumlahnya', 'setara', 'kematian', 'sblm', 'amp', 'stlh', 'corona', 'mk', 'jumlah', 'tsb', 'angka', 'kematian', 'norma', 'sj'];['met', 'pagi', 'nkri', 'spy', 'trlalu', 'heboh', 'data', 'kematian', 'covid', 'jadikan', 'perbandingan', 'kematian', 'seluruh', 'prop', 'indon', 'sblm', 'wabah', 'corona', 'terjadi', 'indon', 'jk', 'jumlahnya', 'setara', 'kematian', 'sblm', 'amp', 'stlh', 'corona', 'mk', 'jumlah', 'tsb', 'angka', 'kematian', 'norma', 'sj'];met pagi nkri spy trlalu heboh data kematian covid jadikan perbandingan kematian seluruh prop indon sblm wabah corona terjadi indon jk jumlahnya setara kematian sblm amp stlh corona mk jumlah tsb angka kematian norma sj
55;tido la tak nak harap apa apa dia dari azali takde hati macam tu cuba berharap covid takde je tu je;0.0;tido la tak nak harap apa apa dia dari azali takde hati macam tu cuba berharap covid takde je tu je;['tido', 'la', 'tak', 'nak', 'harap', 'apa', 'apa', 'dia', 'dari', 'azali', 'takde', 'hati', 'macam', 'tu', 'cuba', 'berharap', 'covid', 'takde', 'je', 'tu', 'je'];['tido', 'la', 'tak', 'nak', 'harap', 'apa', 'apa', 'dia', 'dari', 'azali', 'takde', 'hati', 'macam', 'tu', 'cuba', 'berharap', 'covid', 'takde', 'je', 'tu', 'je'];tido la tak nak harap apa apa dia dari azali takde hati macam tu cuba berharap covid takde je tu je
56;Untuk mengetahui bagaimana mencegah penyakit wabak COVID-19, sila baca risalah ini;0.0;untuk mengetahui bagaimana mencegah penyakit wabak covid   sila baca risalah ini;['untuk', 'mengetahui', 'bagaimana', 'mencegah', 'penyakit', 'wabak', 'covid', 'sila', 'baca', 'risalah', 'ini'];['untuk', 'mengetahui', 'bagaimana', 'mencegah', 'penyakit', 'wabak', 'covid', 'sila', 'baca', 'risalah', 'ini'];untuk mengetahui bagaimana mencegah penyakit wabak covid sila baca risalah ini
57;Iya sel. Aku liat dengerin Lukman Sardi bilang. Rumah Sakit penuh. Makanya disuruh pulang. Orang awam kan taunya diusir padahal triase. Artinya emang di JKT parah banget covid shg orang2 dg sakit parah lain mlh jd kena triase;0.0;iya sel aku liat dengerin lukman sardi bilang rumah sakit penuh makanya disuruh pulang orang awam kan taunya diusir padahal triase artinya emang di jkt parah banget covid shg orang dg sakit parah lain mlh jd kena triase;['iya', 'sel', 'aku', 'liat', 'dengerin', 'lukman', 'sardi', 'bilang', 'rumah', 'sakit', 'penuh', 'makanya', 'disuruh', 'pulang', 'orang', 'awam', 'kan', 'taunya', 'diusir', 'padahal', 'triase', 'artinya', 'emang', 'di', 'jkt', 'parah', 'banget', 'covid', 'shg', 'orang', 'dg', 'sakit', 'parah', 'lain', 'mlh', 'jd', 'kena', 'triase'];['iya', 'sel', 'aku', 'liat', 'dengerin', 'lukman', 'sardi', 'bilang', 'rumah', 'sakit', 'penuh', 'makanya', 'disuruh', 'pulang', 'orang', 'awam', 'kan', 'taunya', 'diusir', 'padahal', 'triase', 'artinya', 'emang', 'di', 'jkt', 'parah', 'banget', 'covid', 'shg', 'orang', 'dg', 'sakit', 'parah', 'lain', 'mlh', 'jd', 'kena', 'triase'];iya sel aku liat dengerin lukman sardi bilang rumah sakit penuh makanya disuruh pulang orang awam kan taunya diusir padahal triase artinya emang di jkt parah banget covid shg orang dg sakit parah lain mlh jd kena triase
