,TIDAK BAKU,BAKU
1857,iket,ikat
1858,iki,ini
1859,iklas,ikhlas
1860,iku,ikut
1861,ikutikutan,ikut ikutan
1862,ikutin,ikuti
1863,ilah,lah
1864,ilang,hilang
1865,ilangnya,hilangnya
1866,imbau,himbau
1867,imembela,saya membela
1868,imwith,saya dengan
1869,imwithahok,saya dengan ahok
1870,ind,indonesia
1871,indakk,tidak
1872,independen,bebas
1873,indo,indonesia
1874,indonesian,indonesia
1876,ingetin,ingatkan
1877,ingnikan,menginginkan
1878,ingt,ingat
1879,inibarujakarta,ini baru jakarta
1880,inideh,ini deh
1881,innocense,tidak bersalah
1882,inoleran,tidak toleran
1883,insallah,insyaallah
1884,insha,insya
1885,insyaa,insya
1886,insyaallah,insyaallah
1887,insyaalloh,insyaallah
1888,insyallah,insyaallah
1889,internationally,international
1890,isa,bisa
1891,iso,bisa
1892,istandwithahok,saya berdiri dengan ahok
1893,istrht,istirahat
1894,item,hitam
1895,its,ini
1896,itumah,itu mah
1899,iyah,ya
1902,iyoo,iya
1908,ja,saja
1909,jabaninn,layani
1910,jabatanya,jabatannya
1912,jadijadian,jadi jadian
1913,jagan,jangan
1914,jakanjing,the jack anjing
1915,jakrta,jakarta
1916,jambaners,para jamban
1918,jan,jangan
1919,janganmalasbaca,jangan malas baca
1920,janganmaudibohongipakaikatatersangka,jangan mau bohong pakai kata sangka
1921,jangas,jangan
1922,janjikapolri,janji kapolri
1923,jarot,djarot
1924,jatoh,jatuh
1925,jatohnya,jatuhnya
1926,jatuhataumundur,jatuh mundur
1927,jatuhin,jatuhi
1928,jau,jauh
1931,jdkan,jadikan
1932,jdny,jadinya
1933,jdnya,jadinya
1934,jdwl,jadwal
1935,jebleh,jablay
1936,jejelin,menjejalkan
1937,jela,sajalah
1938,jem,jam
1939,jentelman,gentleman
1940,jesica,jessica
1941,jesika,jessica
1944,jgan,jangan
1945,jglh,jagalah
1947,jgnjgn,jangan jangan
1948,jgnn,jangan
1949,jjurnnya,sejujurnya
1950,jk,jika
1951,jkarta,jakarta
1952,jkrt,jakarta
1953,jksaagung,jaksa agung
1954,jkt,jakarta
1955,jl,jalan
1956,jln,jalan
1957,jm,jam
1958,jmbt,jembut
1959,jmbtn,jembatan
1960,jml,jumlah
1961,jmlh,jumlah
1962,jmpt,jemput
1963,jmt,jumat
1964,jng,jangan
1967,joined,bergabung
1968,jokowinetral,jokowi netral
1969,jos,hebat
1970,jpn,jepang
1971,jrg,jarang
1972,jrng,jarang
1973,jt,juta
1974,jubirnya,jubir
1975,judulnye,judulnya
1976,jungkirbalik,jungkir balik
1977,jwb,jawab
1978,jwbn,jawaban
1979,jwbny,jawabannya
1980,kabeh,semua
1982,kaga,tidak
1984,kai,kau
1986,kalahin,kalahkan
1987,kale,kali
1988,kalee,kali
1990,kalok,kalau
1991,kalu,kalau
1992,kamiahok,kami ahok
1993,kamiahokk,kami ahok
1994,kamibukan,kami bukan
1995,kamibukanahok,kami bukan ahok
1996,kamikamukitadanmereka,kami kamu kita mereka
1997,kamimanusia,kami manusia
1998,kammi,kami
1999,kampany,kampanye
2000,kampenye,kampanye
2001,kanapa,kenapa
2002,kandangin,kandangkan
2003,kapir,kafir
2004,kapolritangkapahok,kapolri tangkap ahok
2005,kaporli,kapolri
2007,karo,sama
2008,karoke,karaoke
2009,kasalndukung,asal dukung
2012,kasusunya,kasusnya
2013,katanya2,katanya katanya
2015,kaulahhh,kamulah
2016,kawalkasusahok,kawal kasus ahok
2017,kawall,kawal
2018,kawalterus,kawal terus
2019,kayanya,sepertinya
2020,kbakaran,kebakaran
2021,kbnykn,kebanyakan
2022,kbr,kabar
2023,kbtln,kebetulan
2024,kbusukan,kebusukan
2025,kbykn,kebanyakan
2027,kdng,kadang
2028,kdpan,ke depan
2029,kdpn,ke depan
2030,kebawa,terbawa
2031,kebereraniammu,keberanianmu
2032,kebhinekaan,kebinekaan
2033,kebhinnekaan,kebinekaan
2034,kebhinnekaannya,kebinekaannya
2035,kebncian,kebencian
2036,kebon,kebun
2037,kecakepan,terlalu cakap
2038,kedholiman,kezaliman
2039,keepcalm,tetap tenang
2040,kegeeran,terlalu gede rasa
2041,keiknya,sepertinya
2042,kejadia,kejadian
2043,kejahatankejahatannya,kejahatan kejahatannya
2044,kejakarta,ke jakarta
2045,kejaliman,kezaliman
2047,kekecewan,kekecewaan
2048,keknya,sepertinya
2049,kekuasaa,kekuasaan
2050,kekuatanya,kekuatannya
2051,kelaperan,kelaparan
2053,kelen,kalian
2055,keliatan,kelihatan
2056,kelles,kali
2057,kemane,kemana
2058,kemaren,kemarin
2059,kembangin,kembangkan
2060,keminter,sok pintar
2061,kemnangan,kemenangan
2063,kenape,kenapa
2066,kenceng,kencang
2067,kencengin,kencangkan
2068,kepengen,ingin
2069,kepntingn,kepentingan
2071,kera2,kera kera
2072,kerna,karena
2073,kesalahanya,kesalahannya
2076,kesian,kasihan
2077,ketawa,tertawa
2078,ketidakadilan,ke tidak adilan
2079,keujanan,kehujanan
2081,kezholiman,kezaliman
2082,kga,tidak
2083,kgak,tidak
2084,kgk,tidak
2085,khabar,kabar
2088,khsny,khususnya
2089,khwtr,khawatir
2090,killafah,khilafah
2091,kirain,kiraan
2092,kirimin,kirimkan
2093,kitaahok,kita ahok
2094,kite,kita
2096,kkk,kakak
2097,kkuasaan,kekuasaan
2099,klau,kalau
2100,klh,kalah
2101,kli,kali
2102,kliatannya,kelihatannya
2103,kliatn,kelihatan
2104,klmat,kalimat
2105,klmpk,kelompok
2107,klp,kelompok
2108,kls,kelas
2110,kluar,keluar
2111,kluarga,keluarga
2113,kmaren,kemarin
2114,kmbali,kembali
2115,kmenangn,kemenangan
2117,kmn,kemana
2118,kmna,kemana
2119,kmps,kampus
2120,kmr,kamar
2121,kmren,kemarin
2122,kmrin,kemarin
2125,kmunduran,kemunduran
2126,kn,kan
2127,kna,kena
2128,knapa,kenapa
2129,knl,kenal
2130,knows,tahu
2132,knpa,kenapa
2133,kntr,kantor
2134,knyng,kenyang
2135,ko,kok
2136,kodekeras,kode keras
2137,koentji,kunci
2138,kolojengking,kalajengking
2139,koment,komen
2140,komplek,kompleks
2141,koncox,teman
2142,konsen,konsentrasi
2143,konsititusi,konstitusi
2144,konslet,korsleting
2145,konstitusionalitas,konstitusi
2147,korputor,koruptor
2148,kosan,indekos
2149,kouptor,koruptor
2150,kowe,kamu
2151,kpala,kepala
2154,kpda,kepada
2155,kpgn,ingin
2157,kpngn,ingin
2158,kredibility,kredibilitas
2159,kren,keren
2160,krena,karena
2161,kresten,kristen
2164,krmh,ke rumah
2167,krng,kurang
2168,krnkebanykn,karena banyak
2169,krupuk,kerupuk
2170,ksh,kasih
2171,ksian,kasihan
2172,ksih,kasih
2173,ksmptn,kesempatan
2174,ksn,ke sana
2175,ksus,kasus
2176,kt,kita
2178,ktauan,ketahuan
2179,ktdrn,ketiduran
2180,ktemu,ketemu
2181,ktika,ketika
2182,ktmpt,ke tempat
2183,ktmu,ketemu
2184,ktny,katanya
2185,ktnya,katanya
2186,ktr,kantor
2187,kudrat,kuadrat
2189,kui,itu
2190,kultiwiit,twit
2192,kurng,kurang
2193,kuwi,itu
2195,kwal,kawal
2197,kwan,kawan
2198,kwwkwkwkwkwkwkkw,wkwk
2199,kya,kayak
2200,kyak,seperti
2201,kyaknya,sepertinya
2202,kyanya,sepertinya
2204,kykny,sepertinya
2205,kyknya,sepertinya
2206,kyny,sepertinya
2208,ladenin,meladeni
2209,laen,lain
2210,laki2,laki laki
2211,lakuin,lakukan
2212,lalulintas,lalu lintas
2214,lambemu,mulutmu
2215,lambungkaan,lambungkan
2216,lambungkeun,lambungkan
2217,lanang,laki laki
2218,landasanya,landasannya
2219,lanjoot,lanjut
2220,lanjutkeun,lanjutkan
2221,lanjutt,lanjut
2222,laper,lapar
2223,laskarbanyuwangi,laskar banyuwangi
2224,lawa,lawan
2225,lawanlawannya,lawan lawannya
2226,lb,lembar
2229,leaders,pemimpin
2230,lebih2,lebih lebih
2232,lelaguan,mendengarkan lagu
2233,lemes,lemas
2234,lewatin,melewati
2235,lewatkan,melewati
2236,lg,lagi
2238,lgkp,lengkap
2239,lgs,langsung
2240,lgsg,langsung
2241,lgsng,langsung
2242,lgsug,langsung
2243,lgsung,langsung
2244,lha,lah
2246,liatin,lihat
2247,lisanny,lisannya
2248,lkp,lengkap
2249,lm,lama
2250,lmyn,lumayan
2251,lndasan,landasan
2252,lngkp,lengkap
2253,lngsg,langsung
2254,lngsng,langsung
2255,lngsung,langsung
2256,lnjt,lanjut
2257,lnsg,langsung
2258,lnsng,langsung
2261,loh,lah
2262,lol,wkwk
2264,lovers,pecinta
2266,lpngn,lapangan
2267,lpr,lapar
2270,luarbiasa,luar biasa
2272,lucu2an,lucu lucuan
2273,luh,kamu
2276,lurahataucamat,lurah atau camat
2278,lvl,level
2282,maaci,terima kasih
2285,maapin,maafkan
2287,mabu,mabuk
2288,madesu,masa depan suram
2290,maenan,mainan
2291,mager,malas gerak
2292,mah,adalah
2293,mahluk,makhluk
2294,mahokers,ahoker
2295,mahu,mau
2296,maidah,almaidah
2297,majuteruspantangmundur,maju terus pantang mundur
2299,makana,makanya
2300,makanmakannya,makan makannya
2301,makanye,makanya
2302,makasi,terima kasih
2303,makasihhh,terima kasih
2304,makn,makan
2305,maksa,memaksa
2306,maksdnya,maksudnya
2307,maksih,terima kasih
2308,malahnantanginumatislam,malah menantang umat islam
2309,malem,malam
2310,malem2,malam malam
2311,males,malas
2312,malming,malam minggu
2313,maluin,memalukan
2314,malumaluin,memalukan
2315,mamam,makan
2316,mampet,mampat
2317,manaatausiapa,mana atau siapa
2318,manang,menang
2319,mane,mana
2320,maneh,kamu
2321,manggil,memanggil
2322,maning,lagi
2323,mano,mana
2324,mantag,mantap
2325,mantapp,mantap
2326,mantep,mantap
2327,manusia2,manusia manusia
2328,mao,mau
2329,maoo,mau
2330,marabahaya,mara bahaya
2331,masakin,memasakkan
2332,masalalu,masa lalu
2333,masayarakat,masyarakat
2334,mascot,maskot
2335,masiih,masih
2336,masing2,masing masing
2337,mateng,matang
2338,matimatian,berusaha keras
2340,mayan,lumayan
2341,mbedain,membedakan
2342,mberi,memberi
2343,mberikan,memberikan
2344,mboten,tidak
2345,mbuat,membuat
2346,mburimu,di belakangmu
2347,mcm,macam
2348,mct,macet
2349,mdg,lebih baik
2350,mdgn,lebih baik
2351,mdh,mudah
2352,mdhmdhn,mudah mudahan
2353,mdpt,mendapat
2354,mecah,memecahkan
2355,mediskreditkan,mendiskreditkan
2356,medukungmu,mendukungmu
2357,mele,melulu
2358,melihatataumenyaksikan,melihat atau menyaksikan
2359,membadja,membaja
2360,memilh,memilih
2361,memperjuangakan,memperjuangkan
2362,mempressure,menekan
2363,menangin,memenangkan
2364,menbangun,membangun
2365,mendingan,lebih baik
2366,mendzolimi,menzalimi
2367,menfitnah,memfitnah
2368,mengganggap,menganggap
2369,menghalangmenghalangi,menghalangi
2370,menghayal,mengkhayal
2371,menghimbau,mengimbau
2372,mengugurkan,menggugurkan
2373,menizta,menista
2374,menjawad,menjawab
2375,menjd,menjadi
2376,menjdikan,menjadikan
2377,menjdkn,menjadikan
2378,menwrpa,menerpa
2379,menyakini,meyakini
2380,menyelamaykan,menyelamatkan
2381,merapihkan,merapikan
2382,merespon,menjawab
2383,merhatiin,memperhatikan
2384,meridhoi,meridai
2385,meriksa,memeriksa
2386,meris,miris
2387,mesen,memesan
2389,mgkn,mungkin
2390,mgunakan,menggunakan
2392,mhsw,mahasiswa
2393,mhujat,menghujat
2396,mikir,pikir
2399,milyaran,miliar
2400,mimpin,memimpin
2401,minds,pikiran
2402,mingkem,diam
2403,minjem,pinjam
2404,misala,misalnya
2405,mjaga,menjaga
2406,mjd,menjadi
2407,mka,maka
2409,mkanan,makanan
2410,mkanya,makanya
2412,mknan,makanan
2413,mkny,makanya
2415,mksdny,maksudnya
2417,mksdq,maksudku
2418,mksh,terima kasih
2419,mksih,terima kasih
2420,mkstnya,maksudnya
2421,mlah,malah
2422,mlancarkan,melancarkan
2423,mlawan,melawan
2424,mlayu,lari
2425,mlh,malah
2426,mlihatmu,melihatmu
2427,mlm,malam
2428,mls,malas
2429,mmbencii,membenci
2430,mmbla,membela
2431,mmg,memang
2432,mmikirkan,memikirkan
2433,mmng,memang
2434,mmpraktekkannya,mempraktikannya
2435,mn,mana
2436,mna,mana
2437,mncium,mencium
2438,mndengar,mendengar
2439,mndg,lebih baik
2440,mndgn,lebih baik
2441,mndgr,mendengar
2442,mndi,mandi
2443,mnding,lebih baik
2444,mndpt,mendapat
2445,mndptkn,mendapatkan
2446,mndukung,mendukung
2447,mndukungmu,mendukungmu
2448,mnebar,menebar
2449,mnenangkn,menenangkan
2450,mng,menang
2451,mnghemat,menghemat
2452,mnghilang,menghilang
2453,mnghna,menghina
2454,mnghukumny,menghukumnya
2456,mnista,menista
2457,mnjadi,menjadi
2458,mnjaga,menjaga
2459,mnjatuhkan,menjatuhkan
2460,mnjdi,menjadi
2461,mnjtuhkan,menjatuhkan
2462,mnkoplhukam,menko polhukam
2463,mnkumham,menkumham
2465,mnt,minta
2466,mnta,minta
2467,mntp,mantap
2468,mntri,menteri
2469,mnum,minum
2470,mnunggu,menunggu
2471,mnyatu,menyatu
2472,mnyngkn,menyenangkan
2473,mo,mau
2474,modyare,mati
2476,moslems,muslim
2477,mosok,masa
2478,motong,memotong
2479,mreka,mereka
2480,mrh,marah
2482,msalah,masalah
2483,msg,masing
2485,msi,masih
2486,msih,masih
2487,msjid2,masjid masjid
2489,mski,meski
2490,mskn,masakan
2491,msl,misal
2492,mslh,masalah
2493,msti,harus
2494,msuk,masuk
2495,msuport,mendukung
2496,msyarakat,masyarakat
2497,mudahmudahan,mudah mudahan
2498,mudhmudhn,mudah mudahan
2499,muke,muka
2500,mukeje,muka jelek
2501,multiwarna,banyak warna
2502,mulutmuharimaumu,mulutmu harimaumu
2503,mulutny,mulutnya
2504,mulutrusakbasukiditolak,mulut rusak basuki ditolak
2505,munafikun,munafik
2506,munafiq,munafik
2507,munafiqun,munafik
2508,muncuk,muncul
2509,munculah,muncul
2510,musnahkn,memusnahkan
2511,musti,harus
2512,musuhmusuhnya,musuh musuhnya
2514,muuv,maaf
2515,mz,mas
2517,nabung,menabung
2518,naek,naik
2519,nagara,negara
2520,nahan,menahan
2521,nahu,tahu
2522,nambah,menambah
2523,named,dinamakan
2524,nang,di
2525,nangiss,menangis
2526,nantangin,menantang
2527,nanya,bertanya
2528,naon,apa
2529,napa,kenapa
2530,nape,kenapa
2531,napsu,nafsu
2532,nasgor,nasi goreng
2533,nax,ingin
2534,ncib,persib
2537,ndakk,tidak
2539,ndk,tidak
2540,ndoweh,dower
2541,ndukung,mendukung
2543,negri,negeri
2544,negriku,negeriku
2545,neh,nih
2546,neko,macam
2547,nelen,menelan
2548,nemenin,menemani
2550,nenangin,menenangkan
2551,nengok,menengok
2552,nextnya,selanjutnya
2553,nga,tidak
2555,ngacir,kabur
2557,ngadain,mengadakan
2558,ngahok,ahoker
2560,ngajar,mengajar
2561,ngajarin,mengajarkan
2562,ngaji,mengaji
2564,ngakak,tertawa
2565,ngakali,mengakali
2566,ngaku,mengakui
2567,ngakunya,mengakuinya
2568,ngalahin,mengalahkan
2569,ngalahkan,mengalahkan
2570,ngambek,mengambek
2571,ngambil,mengambil
2572,ngamuk,mengamuk
2574,nganiaya,menganiaya
2575,nganter,mengantar
2577,ngantri,mengantre
2578,nganu,anu
2579,ngapa,kenapa
2580,ngapain,apa
2581,ngarep,mengharap
2582,ngaruh,berpengaruh
2585,ngatain,memaki
2586,ngatur,mengatur
2587,ngawasi,mengawasi
2588,ngebacot,bacot
2589,ngebales,membalas
2590,ngebelain,membela
2591,ngedit,mengedit
2592,ngefek,berakibat
2593,ngegosip,menggosipkan
2594,ngeh,tau
2595,ngejar,mengejar
2596,ngejatuhin,menjatuhkan
2597,ngelarang,melarang
2598,ngelewati,melewati
2599,ngeliat,melihat
2600,ngeliatin,melihat
2601,ngeluh,mengeluh
2602,ngembat,mengembat
2603,ngena,mengena
2604,ngene,ini
2605,ngerasa,merasa
2610,ngerti2,tau tau
2612,ngetrend,mengetren
2613,ngetweet,mentwit
2614,ngg,tidak
2618,nggk,tidak
2620,ngibul,menipu
2621,ngidam,mengidam
2622,ngikutin,mengikuti
2623,ngilangin,menghilangkan
2624,ngimpi,memimpikan
2625,ngincer,mengincar
2626,nginep,menginap
2627,ngingetin,mengingatkan
2628,ngisiin,mengisikan
2629,ngjk,mengajak
2631,nglawan,melawan
2632,nglunjak,melonjak
2633,ngmbl,mengambil
2634,ngmg,berbicara
2635,ngmng,berbicara
2636,ngmpl,berkumpul
2637,ngmps,ke kampus
2638,ngntk,mengantuk
2639,ngntr,ke kantor
2640,ngobatin,mengobati
2641,ngobrol,mengobrol
2642,ngomong,berbicara
2643,ngomonge,bicaranya
2644,ngomongin,membicarakan
2645,ngopi,minum kopi
2646,ngorek,mengorek
2647,ngotorin,mengotori
2648,ngrusak,merusak
2649,ngucapin,mengucapkan
2650,ngumpul,berkumpul
2651,ngundang,mengundang
2652,ngungsi,mengungsi
2653,ngunpulin,mengumpulkan
2654,ngunu,anu
2655,ngunyah,mengunyah
2656,ngupload,mengunggah
2657,nguras,menguras
2658,ngurus,mengurus
2659,ngurusin,mengurus
2660,ngutip,mengutip
2661,ni,nih
2662,nich,nih
2663,nie,nih
2664,nimbulin,menimbulkan
2665,ninggalin,meninggalkan
2666,niru2,meniru
2667,niy,nih
2668,njink,anjing
2669,nmbh,menambah
2670,nmny,namanya
2671,nmpk,tampak
2672,nmr,nomor
2675,nnton,nonton
2676,nocomment,tidak berkomentar
2677,nolak,menolak
2678,nonggol,nongol
2679,nongkie,nongkrong
2680,nonton,menonton
2681,nov,november
2682,novnovnov,november
2683,nraktir,mentraktir
2684,ntah,entah
2686,nti,nanti
2688,nton,menonton
2689,ntr,nanti
2690,ntu,itu
2691,nulis,menulis
2692,numbers,nomor
2693,numpang,menumpang
2694,nunggu,menunggu
2695,nungguin,menunggu
2696,nunjuk,menunjuk
2698,nurunin,menuruni
2699,ny,nya
2700,nyahok,ahok
2701,nyahoq,ahok
2702,nyakitin,menyakiti
2703,nyalain,menyalakan
2704,nyama,sama
2705,nyampe,sampai
2706,nyang,yang
2708,nyantai,bersantai
2710,nyebar,menyebar
2711,nyebarin,menyebarkan
2712,nyebelin,menyebalkan
2713,nyebut,menyebut
2714,nyerah,menyerah
2715,nyerang,menyerang
2716,nyesek,menyesal
2717,nyesel,menyesal
2718,nyetel,menyetel
2719,nyiksa,menyiksa
2723,nyoba,mencoba
2724,nyobain,mencoba
2726,nyodorin,menyodorkan
2727,nyogok,menyogok
2729,nyuci,mencuci
2730,nyumbang,menyumbang
2731,nyundul,menyundul
2732,nyunsep,terperosok
2733,nyuri,mencuri
2734,nyuruh,menyuruh
2735,nyusul,menyusul
2736,oatau,atau
2737,oataupolri,atau polri
2742,okay,ok
2743,okedech,oke deh
2744,okedeh,oke deh
2746,okesiip,oke sip
2747,okt,oktober
2749,ol,online
2750,olang,orang
2751,olh,oleh
2752,opo,apa
2753,opportunis,oportunis
2754,optimisx,optimis
2755,ora,tidak
2756,orenken,orenkan
2758,org2,orang orang
2759,orgnya,orangnya
2761,orngbaik,orang baik
2762,ortu,orang tua
2763,otong,titit
2768,paakk,pak
2769,pagi2,pagi pagi
2771,pakafif,pak afif
2772,pakcik,pak cik
2774,pakek,pakai
2775,palawan,pahlawan
2776,pamerin,memamerkan
2777,panasbug,panasbung
2778,pantengin,perhatikan
2780,pantesan,pantas saja
2781,parlimen,parlemen
2782,pasu,pasukan
2785,pcr,pacar
2786,pcrn,pacaran
2787,pcrny,pacarnya
2788,pda,pada
2789,pdahal,padahal
2790,pdhal,padahal
2792,pdukung,pendukung
2793,pebruari,februari
2794,pedes,pedas
2795,pegi,pergi
2796,pelajrn,pelajaran
2797,pelcija,persija
2798,pemaen,pemain
2799,pemerintahanya,pemerintahannya
2800,pemimpinsejati,pemimpin sejati
2801,pemmpin,pemimpin
2802,pemrintah,pemerintah
2803,pen,ingin
2804,pengadila,pengadilan
2806,penghadangan,pengadangan
2808,pengkhianat,penghianat
2809,peningg,pening
2810,penistaagama,penista agama
2811,penistaalquran,penista alquran
2812,penistaquran,penista alquran
2813,penjagannya,penjaganya
2814,penjarakanaho,penjarakan ahok
2815,penjarakanahok,penjarakan ahok
2816,penjarakanpenistaagama,penjarakan penista agama
2817,penjarakanpenistagama,penjarakan penista agama
2818,penjarkan,penjarakan
2819,penjarq,penjarakan
2820,penunggangatauaktor,penunggang atau aktor
2821,penyelasain,penyelesaian
2822,peradilankan,peradilan
2823,perduli,peduli
2824,perjuanganmasihpanjang,perjuangan masih panjang
2825,perlemen,parlemen
2826,permanent,permanen
2827,persiden,presiden
2828,pertanggungjawabannya,tanggung jawabnya
2829,perusakke,perusak
2831,pg,pergi
2832,pgen,ingin
2833,pghadangan,pengadangan
2834,pghargaan,penghargaan
2835,pghasiln,penghasilan
2836,pgluarn,pengeluaran
2838,phenomenal,fenomenal
2839,pict,gambar
2840,pidakan,pidanakan
2841,pilem,film
2842,pilkasa,pemilihan kepala daerah
2843,pilm,film
2844,piluh,pilu
2845,pingin,ingin
2846,pinjem,pinjam
2848,pinteran,lebih pintar
2849,pipel,orang
2850,pisan,banget
2851,pjagaannya,penjagannya
2852,pjebat,pejabat
2853,pk,pak
2854,pkai,pakai
2855,pke,pakai
2856,pkl,pukul
2857,plaku,pelaku
2858,planggaran,pelanggaran
2859,playing,memainkan
2860,plersija,persija
2861,plg,pulang
2862,plintar,pintar
2863,plis,tolong
2864,pljrn,pelajaran
2865,plng,pulang
2866,pls,tolong
2867,pmimpin,pemimpin
2868,pncitraan,pencitraan
2869,pndh,pindah
2870,pndkng,pendukung
2871,pngecu,pengecut
2872,pngen,ingin
2873,pngn,ingin
2874,pngorbananmu,pengorbananmu
2875,pngusung,pengusung
2876,pnistaan,penistaan
2877,pnjng,panjang
2878,pnting,penting
2879,pntng,penting
2880,pny,punya
2881,pnya,punya
2882,pokoe,pokoknya
2883,pokokny,pokoknya
2884,pokonya,pokoknya
2885,polih,pulih
2886,political,politik
2887,politicians,polutikus
2888,politk,politik
2889,polriharusnetral,polri harus netral
2890,poltik,politik
2892,praperadilanpengadilan,praperadilan pengadilan
2893,prasaan,perasaan
2894,prayforahok,pray for ahok
2895,prgi,pergi
2896,prilaku,perilaku
2897,prmhn,perumahan
2898,prmptn,perempatan
2899,prnah,pernah
2900,prnh,pernah
2901,programataujanji,program atau janji
2902,proove,membuktikan
2903,proseshukum,proses hukum
2904,provocated,terprovokasi
2905,prtai,partai
2906,prthnkn,pertahankan
2907,psantren2,pesantren pesantren
2908,psl,pasal
2909,psng,pasang
2910,psr,pasar
2911,pst,pasti
2913,ptg,penting
2914,pulitik,politik
2915,puna,punah
2916,punye,punya
2917,pura2,pura pura
2918,puser,pusar
2919,putaranpilkada,putaran pilkada
2920,putaransaja,putaran saja
2921,puter,putar
2922,puterin,memutari
2924,q,aku
2927,qt,kita
2928,qta,kita
2929,quran,alquran
2930,rabb,rabi
2931,rabbal,rabi
2932,rabbika,rabi
2933,rada,agak
2934,raimu,mukamu
2935,rakyatcerdas,rakyat cerdas
2937,rame2,ramai ramai
2938,rameken,ramaikan
2939,ramekeun,ramaikan
2940,rangorang,orang orang
2941,rasane,rasanya
2942,rates,nilai
2944,rbuan,ribu
2945,reak,teriak
2946,reborn,lahir kembali
2947,rebuan,ribuan
2948,rekayasana,rekayasanya
2949,renew,memperbarui
2950,ributin,meributkan
2951,ripd,daripada
2952,riziek,rizieq
2953,riziq,rizieq
2954,rkyt,rakyat
2955,rmbt,rambut
2957,rmhq,rumahku
2958,robb,allah
2959,roll,gulungan
2960,rosulullah,rasulullah
2962,rsk,rusak
2963,rumongso,menurut
2964,runs,lari
2965,rushmoney,rush money
2968,saje,saja
2969,salaam,salam
2970,salahny,salahnya
2971,salamdamai,salam damai
2972,salamsalamjarisolo,salam dari solo
2973,salamsatuputaran,salam satu putaran
2975,salh,salah
2976,saloom,salam
2978,samapai,sampai
2979,samapi,sampai
2980,sambel,sambal
2981,samo,sama
2983,sante,santai
2984,sape,siapa
2985,sare,tidur
2986,satua,satunya
2987,satuputaran,satu putaran
2988,saveahok,save ahok
2989,savefpideleteahok,save fpi delete ahok
2990,saveindonesia,save indonesia
2991,savepakahok,save pak ahok
2992,savetolerance,save toleransi
2993,sayah,saya
2994,sayamerasakan,saya merasakan
2996,sbar,sabar
2997,sbb,sebab
2998,sberapa,seberapa
3000,sbgai,sebagai
3001,sbgi,sebagai
3002,sbh,subuh
3003,sbl,sebelah
3004,sblh,sebelah
3005,sblhny,sebelahnya
3006,sblm,sebelum
3007,sblmny,sebelumnya
3008,sblmnya,sebelumnya
3009,sbnr,sebenarnya
3010,sbnrny,sebenarnya
3012,sbnt,sebentar
3013,sbntr,sebentar
3014,sbr,sabar
3015,sbtr,sebentar
3016,sbuk,sibuk
3017,sbun,sabun
3018,sbyahy,susilo bambang yudhoyono
3019,sbyudhoyono,susilo bambang yudhoyono
3020,scpatnya,secepatnya
3022,sdah,sudah
3023,sdarla,sadarlah
3024,sdg,sedang
3026,sdgkn,sedangkan
3028,sdng,sedang
3029,sdngkn,sedangkan
3030,sdrlah,sadarlah
3031,se7,setuju
3032,seadilseadilnya,seadil adilnya
